Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
RG Sharma,27,27,31,1,0,20,4,1,135,2,v Sri Lanka,Mumbai,24-12-2017,India,0,0,0-49
SK Raina,27,27,-,1,0,15,2,2,180,2,v Sri Lanka,Colombo (RPS),12-03-2018,India,0,0,0-49
SK Raina,27,27,-,1,0,20,2,1,135,1,v England,Cardiff,06-07-2018,India,0,0,0-49
V Shankar,27,27,31,1,0,18,2,2,150,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
RR Pant,27,27,-,1,0,26,3,0,103.84,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
KL Rahul,27,27,40,1,0,19,2,1,142.1,1,v New Zealand,Hamilton,29-01-2020,India,0,0,0-49
V Kohli,26*,26,30,1,1,21,3,1,123.8,2,v Zimbabwe,Harare,12-06-2010,India,0,0,0-49
V Kohli,26*,26,19,1,1,11,0,3,236.36,1,v New Zealand,Delhi,01-11-2017,India,0,0,0-49
KL Rahul,26*,26,20,1,1,14,2,1,185.71,1,v West Indies,Lucknow,06-11-2018,India,0,0,0-49
KH Pandya,26*,26,25,1,1,13,2,2,200,2,v New Zealand,Hamilton,10-02-2019,India,0,0,0-49
IK Pathan,26,26,41,1,0,30,0,0,86.66,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
V Sehwag,26,26,14,1,0,10,0,4,260,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
MS Dhoni,26,26,26,1,0,21,0,1,123.8,1,v Bangladesh,Nottingham,06-06-2009,India,0,0,0-49
G Gambhir,26,26,50,1,0,26,4,0,100,2,v England,Lord's,14-06-2009,India,0,0,0-49
V Sehwag,26,26,-,1,0,14,3,1,185.71,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
PA Patel,26,26,36,1,0,20,2,1,130,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
RG Sharma,26,26,33,1,0,23,0,2,113.04,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
SK Raina,26,26,40,1,0,19,4,0,136.84,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
SK Raina,26,26,36,1,0,19,1,1,136.84,2,v England,Pune,20-12-2012,India,0,0,0-49
S Dhawan,26,26,18,1,0,9,4,1,288.88,2,v Australia,Sydney,31-01-2016,India,0,0,0-49
V Kohli,26,26,26,1,0,20,2,1,130,1,v South Africa,Johannesburg,18-02-2018,India,0,0,0-49
V Kohli,26,26,-,1,0,17,2,1,152.94,1,v Sri Lanka,Pune,10-01-2020,India,0,0,0-49
Yuvraj Singh,25*,25,19,1,1,14,4,1,178.57,2,v U.A.E.,Dhaka,03-03-2016,India,0,0,0-49
RA Jadeja,25,25,41,1,0,35,1,0,71.42,2,v England,Lord's,14-06-2009,India,0,0,0-49
Yuvraj Singh,25,25,47,1,0,25,1,1,100,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
RG Sharma,25,25,48,1,0,27,2,0,92.59,1,v South Africa,Colombo (RPS),02-10-2012,India,0,0,0-49
SK Raina,25,25,32,1,0,20,1,1,125,2,v England,Birmingham,07-09-2014,India,0,0,0-49
AM Rahane,25,25,-,1,0,21,3,0,119.04,1,v Sri Lanka,Ranchi,12-02-2016,India,0,0,0-49
SK Raina,25,25,35,1,0,26,2,0,96.15,2,v Sri Lanka,Dhaka,01-03-2016,India,0,0,0-49
HH Pandya,25,25,39,1,0,23,0,1,108.69,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
MS Dhoni,24*,24,29,1,1,21,2,0,114.28,2,v England,Pune,20-12-2012,India,0,0,0-49
MS Dhoni,24*,24,44,1,1,21,2,0,114.28,2,v Australia,Rajkot,10-10-2013,India,0,0,0-49
SS Iyer,24*,24,-,1,1,13,3,1,184.61,2,v Bangladesh,Rajkot,07-11-2019,India,0,0,0-49
MS Dhoni,24,24,31,1,0,20,2,0,120,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
G Gambhir,24,24,37,1,0,25,4,0,96,1,v Australia,Durban,22-09-2007,India,0,0,0-49
V Sehwag,24,24,15,1,0,11,5,0,218.18,1,v New Zealand,Wellington,27-02-2009,India,0,0,0-49
RG Sharma,24,24,28,1,0,19,1,1,126.31,1,v England,Mumbai,22-12-2012,India,0,0,0-49
RG Sharma,24,24,41,1,0,21,1,2,114.28,2,v Pakistan,Dhaka,21-03-2014,India,0,0,0-49
MS Dhoni,24,24,36,1,0,20,1,1,120,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
RG Sharma,24,24,17,1,0,13,4,1,184.61,2,v South Africa,Dhaka,04-04-2014,India,0,0,0-49
STR Binny,24,24,-,1,0,23,2,0,104.34,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
Yuvraj Singh,24,24,35,1,0,23,1,1,104.34,2,v Pakistan,Kolkata,19-03-2016,India,0,0,0-49
V Kohli,24,24,37,1,0,24,0,1,100,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
KL Rahul,24,24,-,1,0,18,3,0,133.33,2,v Sri Lanka,Colombo (RPS),06-09-2017,India,0,0,0-49
SS Iyer,24,24,36,1,0,20,3,0,120,1,v Sri Lanka,Cuttack,20-12-2017,India,0,0,0-49
S Dhawan,24,24,21,1,0,14,3,2,171.42,1,v South Africa,Centurion,21-02-2018,India,0,0,0-49
KL Rahul,24,24,-,1,0,14,2,1,171.42,2,v Bangladesh,Colombo (RPS),18-03-2018,India,0,0,0-49
V Kohli,24,24,25,1,0,17,3,0,141.17,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
RG Sharma,24,24,-,1,0,25,2,2,96,2,v West Indies,Lauderhill,03-08-2019,India,0,0,0-49
Yuvraj Singh,23*,23,34,1,1,22,0,1,104.54,2,v Afghanistan,Gros Islet,01-05-2010,India,0,0,0-49
MS Dhoni,23*,23,43,1,1,19,0,1,121.05,1,v Sri Lanka,Gros Islet,11-05-2010,India,0,0,0-49
MS Dhoni,23*,23,20,1,1,13,3,0,176.92,1,v South Africa,Colombo (RPS),02-10-2012,India,0,0,0-49
V Sehwag,23,23,32,1,0,16,2,1,143.75,2,v Australia,Melbourne,03-02-2012,India,0,0,0-49
V Kohli,23,23,23,1,0,22,2,1,104.54,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
V Kohli,23,23,-,1,0,27,2,0,85.18,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
S Dhawan,23,23,33,1,0,22,2,1,104.54,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
S Dhawan,23,23,-,1,0,12,5,0,191.66,1,v West Indies,Kingston,09-07-2017,India,0,0,0-49
SS Iyer,23,23,29,1,0,21,4,0,109.52,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
RR Pant,23,23,-,1,0,23,1,1,100,1,v Sri Lanka,Colombo (RPS),06-03-2018,India,0,0,0-49
RG Sharma,23,23,-,1,0,16,1,2,143.75,2,v Australia,Sydney,25-11-2018,India,0,0,0-49
S Dhawan,23,23,-,1,0,16,3,0,143.75,1,v West Indies,Lauderhill,04-08-2019,India,0,0,0-49
YK Pathan,22*,22,26,1,1,10,1,2,220,2,v Sri Lanka,Colombo (RPS),10-02-2009,India,0,0,0-49
MS Dhoni,22*,22,31,1,1,23,2,0,95.65,2,v New Zealand,Chennai,11-09-2012,India,0,0,0-49
MS Dhoni,22*,22,16,1,1,12,1,2,183.33,2,v Bangladesh,Dhaka,28-03-2014,India,0,0,0-49
AM Rahane,22*,22,-,1,1,24,1,0,91.66,2,v Sri Lanka,Visakhapatnam,14-02-2016,India,0,0,0-49
V Kohli,22*,22,19,1,1,14,3,0,157.14,2,v Australia,Ranchi,07-10-2017,India,0,0,0-49
KD Karthik,22*,22,-,1,1,18,1,1,122.22,2,v Australia,Sydney,25-11-2018,India,0,0,0-49
MK Pandey,22*,22,-,1,1,13,3,0,169.23,1,v Bangladesh,Nagpur,10-11-2019,India,0,0,0-49
SN Thakur,22*,22,-,1,1,8,1,2,275,1,v Sri Lanka,Pune,10-01-2020,India,0,0,0-49
A Nehra,22,22,-,1,0,13,1,2,169.23,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
V Kohli,22,22,30,1,0,21,0,1,104.76,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
RG Sharma,22,22,40,1,0,24,2,0,91.66,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
SK Raina,22,22,46,1,0,24,3,0,91.66,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
KL Rahul,22,22,21,1,0,20,3,1,110,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
KL Rahul,22,22,39,1,0,18,2,1,122.22,1,v England,Bengaluru,01-02-2017,India,0,0,0-49
SS Iyer,22,22,-,1,0,13,1,2,169.23,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
MS Dhoni,21*,21,26,1,1,18,2,0,116.66,2,v Australia,Melbourne,03-02-2012,India,0,0,0-49
MK Pandey,21*,21,-,1,1,20,1,0,105,1,v Ireland,Dublin (Malahide),29-06-2018,India,0,0,0-49
KH Pandya,21*,21,-,1,1,9,3,0,233.33,2,v West Indies,Kolkata,04-11-2018,India,0,0,0-49
Harbhajan Singh,21,21,25,1,0,22,2,0,95.45,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
G Gambhir,21,21,27,1,0,19,3,0,110.52,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
SK Raina,21,21,-,1,0,13,1,1,161.53,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
G Gambhir,21,21,30,1,0,18,1,0,116.66,2,v Sri Lanka,Mohali,12-12-2009,India,0,0,0-49
MS Dhoni,21,21,44,1,0,26,0,1,80.76,1,v England,Kolkata,29-10-2011,India,0,0,0-49
AM Rahane,21,21,46,1,0,25,0,1,84,1,v Sri Lanka,Pallekele,07-08-2012,India,0,0,0-49
Yuvraj Singh,21,21,18,1,0,15,1,2,140,1,v South Africa,Colombo (RPS),02-10-2012,India,0,0,0-49
V Kohli,21,21,35,1,0,17,2,0,123.52,2,v England,Pune,20-12-2012,India,0,0,0-49
G Gambhir,21,21,22,1,0,11,4,0,190.9,1,v Pakistan,Ahmedabad,28-12-2012,India,0,0,0-49
SK Raina,21,21,15,1,0,10,3,1,210,2,v South Africa,Dhaka,04-04-2014,India,0,0,0-49
Yuvraj Singh,21,21,31,1,0,18,1,1,116.66,2,v Australia,Mohali,27-03-2016,India,0,0,0-49
V Kohli,21,21,17,1,0,15,2,1,140,1,v England,Nagpur,29-01-2017,India,0,0,0-49
RG Sharma,21,21,8,1,0,9,2,2,233.33,1,v South Africa,Johannesburg,18-02-2018,India,0,0,0-49
HH Pandya,21,21,33,1,0,17,0,1,123.52,1,v South Africa,Cape Town,24-02-2018,India,0,0,0-49
HH Pandya,21,21,13,1,0,11,1,2,190.9,2,v New Zealand,Hamilton,10-02-2019,India,0,0,0-49
MS Dhoni,20*,20,22,1,1,12,2,1,166.66,1,v South Africa,Dharamsala,02-10-2015,India,0,0,0-49
MS Dhoni,20*,20,7,1,1,6,1,2,333.33,2,v Bangladesh,Dhaka,06-03-2016,India,0,0,0-49
AR Patel,20*,20,20,1,1,11,0,1,181.81,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
V Kohli,20*,20,-,1,1,22,0,1,90.9,2,v England,Manchester,03-07-2018,India,0,0,0-49
MS Dhoni,20*,20,23,1,1,17,1,0,117.64,2,v New Zealand,Auckland,08-02-2019,India,0,0,0-49
KH Pandya,20*,20,-,1,1,13,0,2,153.84,1,v West Indies,Lauderhill,04-08-2019,India,0,0,0-49
IK Pathan,20,20,11,1,0,15,0,2,133.33,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
YK Pathan,20,20,7,1,0,8,0,3,250,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
G Gambhir,20,20,27,1,0,14,3,0,142.85,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
SK Raina,20,20,33,1,0,20,1,1,100,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
AT Rayudu,20,20,47,1,0,26,1,0,76.92,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
RR Pant,20,20,-,1,0,16,1,1,125,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
KH Pandya,20,20,24,1,0,18,1,1,111.11,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
KL Rahul,20,20,-,1,0,18,2,1,111.11,2,v West Indies,Providence,06-08-2019,India,0,0,0-49
SN Thakur,20,20,22,1,0,15,2,0,133.33,1,v New Zealand,Wellington,31-01-2020,India,0,0,0-49
S Sreesanth,19*,19,11,1,1,10,4,0,190,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
Yuvraj Singh,19*,19,24,1,1,16,2,0,118.75,2,v Pakistan,Colombo (RPS),30-09-2012,India,0,0,0-49
MS Dhoni,19*,19,-,1,1,17,1,0,111.76,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
G Gambhir,19,19,19,1,0,19,3,0,100,1,v South Africa,Durban,20-09-2007,India,0,0,0-49
RA Jadeja,19,19,14,1,0,16,1,1,118.75,1,v New Zealand,Wellington,27-02-2009,India,0,0,0-49
AB Dinda,19,19,-,1,0,20,1,0,95,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
AM Rahane,19,19,25,1,0,13,0,2,146.15,2,v England,Pune,20-12-2012,India,0,0,0-49
SK Raina,19,19,17,1,0,13,2,1,146.15,2,v Australia,Rajkot,10-10-2013,India,0,0,0-49
AM Rahane,19,19,34,1,0,16,2,0,118.75,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
MK Pandey,19,19,23,1,0,19,1,1,100,1,v Zimbabwe,Harare,17-07-2015,India,0,0,0-49
SV Samson,19,19,-,1,0,24,1,0,79.16,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
AT Rayudu,19,19,-,1,0,16,4,0,118.75,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
KM Jadhav,19,19,-,1,0,13,1,1,146.15,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
KL Rahul,19,19,-,1,0,10,1,2,190,2,v England,Bristol,08-07-2018,India,0,0,0-49
MK Pandey,19,19,-,1,0,24,2,0,79.16,2,v West Indies,Kolkata,04-11-2018,India,0,0,0-49
V Kohli,19,19,-,1,0,29,1,0,65.51,2,v West Indies,Lauderhill,03-08-2019,India,0,0,0-49
MK Pandey,19,19,-,1,0,14,2,0,135.71,2,v West Indies,Lauderhill,03-08-2019,India,0,0,0-49
RR Pant,19,19,25,1,0,20,1,1,95,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
RA Jadeja,19,19,22,1,0,17,1,1,111.76,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
S Dhawan,19,19,-,1,0,16,4,0,118.75,1,v Bangladesh,Nagpur,10-11-2019,India,0,0,0-49
V Kohli,19,19,-,1,0,17,2,0,111.76,1,v West Indies,Thiruvananthapuram,08-12-2019,India,0,0,0-49
RV Uthappa,18*,18,36,1,1,19,1,0,94.73,2,v South Africa,Johannesburg,30-03-2012,India,0,0,0-49
MS Dhoni,18*,18,21,1,1,9,2,1,200,1,v Afghanistan,Colombo (RPS),19-09-2012,India,0,0,0-49
MS Dhoni,18*,18,29,1,1,10,3,0,180,2,v Australia,Mohali,27-03-2016,India,0,0,0-49
KD Karthik,18*,18,27,1,1,12,0,1,150,2,v Sri Lanka,Mumbai,24-12-2017,India,0,0,0-49
SK Raina,18,18,14,1,0,13,1,1,138.46,2,v Afghanistan,Gros Islet,01-05-2010,India,0,0,0-49
Yuvraj Singh,18,18,26,1,0,20,0,1,90,1,v Afghanistan,Colombo (RPS),19-09-2012,India,0,0,0-49
Yuvraj Singh,18,18,24,1,0,17,2,0,105.88,2,v South Africa,Dhaka,04-04-2014,India,0,0,0-49
RG Sharma,18,18,29,1,0,16,1,1,112.5,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
AR Patel,18,18,-,1,0,9,1,2,200,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
KL Rahul,18,18,-,1,0,17,1,0,105.88,2,v Sri Lanka,Colombo (RPS),12-03-2018,India,0,0,0-49
RR Pant,18,18,-,1,0,9,0,2,200,2,v West Indies,Hyderabad (Deccan),06-12-2019,India,0,0,0-49
R Ashwin,17*,17,14,1,1,11,3,0,154.54,1,v England,Kolkata,29-10-2011,India,0,0,0-49
KD Karthik,17,17,18,1,0,12,3,0,141.66,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
Yuvraj Singh,17,17,14,1,0,9,0,2,188.88,2,v England,Lord's,14-06-2009,India,0,0,0-49
YK Pathan,17,17,12,1,0,10,0,2,170,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
G Gambhir,17,17,12,1,0,12,3,0,141.66,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
V Sehwag,17,17,25,1,0,14,1,1,121.42,1,v South Africa,Colombo (RPS),02-10-2012,India,0,0,0-49
G Gambhir,17,17,52,1,0,27,1,0,62.96,1,v England,Mumbai,22-12-2012,India,0,0,0-49
MK Pandey,17,17,16,1,0,11,1,1,154.54,1,v New Zealand,Thiruvananthapuram,07-11-2017,India,0,0,0-49
RG Sharma,17,17,21,1,0,13,2,0,130.76,1,v Sri Lanka,Cuttack,20-12-2017,India,0,0,0-49
RG Sharma,17,17,-,1,0,13,3,0,130.76,2,v Bangladesh,Colombo (RPS),08-03-2018,India,0,0,0-49
V Shankar,17,17,-,1,0,19,3,0,89.47,2,v Bangladesh,Colombo (RPS),18-03-2018,India,0,0,0-49
KL Rahul,17,17,-,1,0,10,4,0,170,2,v West Indies,Chennai,11-11-2018,India,0,0,0-49
SS Iyer,17,17,20,1,0,16,0,1,106.25,1,v New Zealand,Hamilton,29-01-2020,India,0,0,0-49
MS Dhoni,16*,16,6,1,1,6,1,1,266.66,1,v South Africa,Gros Islet,02-05-2010,India,0,0,0-49
MS Dhoni,16*,16,13,1,1,14,2,0,114.28,1,v Sri Lanka,Pallekele,07-08-2012,India,0,0,0-49
R Ashwin,16*,16,18,1,1,12,1,1,133.33,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
S Dhawan,16*,16,46,1,1,20,3,0,80,2,v U.A.E.,Dhaka,03-03-2016,India,0,0,0-49
MS Dhoni,16*,16,20,1,1,10,2,0,160,2,v Sri Lanka,Mumbai,24-12-2017,India,0,0,0-49
SS Iyer,16*,16,20,1,1,14,2,0,114.28,2,v South Africa,Mohali,18-09-2019,India,0,0,0-49
KD Karthik,16,16,26,1,0,17,2,0,94.11,1,v South Africa,Gros Islet,02-05-2010,India,0,0,0-49
G Gambhir,16,16,23,1,0,16,3,0,100,2,v England,Pune,20-12-2012,India,0,0,0-49
V Kohli,16,16,8,1,0,9,3,0,177.77,2,v West Indies,Lauderhill,27-08-2016,India,0,0,0-49
Kuldeep Yadav,16,16,39,1,0,19,1,0,84.21,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
MS Dhoni,16,16,17,1,0,11,2,0,145.45,1,v South Africa,Johannesburg,18-02-2018,India,0,0,0-49
KL Rahul,16,16,-,1,0,22,2,0,72.72,2,v West Indies,Kolkata,04-11-2018,India,0,0,0-49
IK Pathan,15*,15,13,1,1,10,0,1,150,1,v New Zealand,Wellington,27-02-2009,India,0,0,0-49
MS Dhoni,15*,15,2,1,1,6,0,2,250,2,v Afghanistan,Gros Islet,01-05-2010,India,0,0,0-49
YK Pathan,15*,15,1,1,1,6,0,2,250,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
Harbhajan Singh,15*,15,5,1,1,7,1,1,214.28,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
R Ashwin,15*,15,30,1,1,16,1,0,93.75,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
Yuvraj Singh,15*,15,28,1,1,12,1,1,125,2,v Australia,Sydney,31-01-2016,India,0,0,0-49
MS Dhoni,15*,15,24,1,1,9,1,0,166.66,1,v West Indies,Mumbai,31-03-2016,India,0,0,0-49
S Dhawan,15*,15,25,1,1,12,3,0,125,2,v Australia,Ranchi,07-10-2017,India,0,0,0-49
KH Pandya,15*,15,-,1,1,8,1,1,187.5,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
RV Uthappa,15,15,22,1,0,16,1,1,93.75,1,v South Africa,Durban,20-09-2007,India,0,0,0-49
YK Pathan,15,15,12,1,0,8,1,1,187.5,1,v Pakistan,Johannesburg,24-09-2007,India,0,0,0-49
G Gambhir,15,15,22,1,0,14,3,0,107.14,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
V Kohli,15,15,21,1,0,16,3,0,93.75,1,v England,Kolkata,29-10-2011,India,0,0,0-49
MK Tiwary,15,15,22,1,0,17,0,0,88.23,1,v England,Kolkata,29-10-2011,India,0,0,0-49
V Kohli,15,15,18,1,0,13,2,0,115.38,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
MS Dhoni,15,15,21,1,0,21,2,0,71.42,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
Yuvraj Singh,15,15,29,1,0,16,1,0,93.75,1,v Bangladesh,Dhaka,24-02-2016,India,0,0,0-49
RG Sharma,15,15,15,1,0,14,3,0,107.14,2,v Sri Lanka,Dhaka,01-03-2016,India,0,0,0-49
HH Pandya,15,15,9,1,0,7,2,1,214.28,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
SK Raina,15,15,11,1,0,7,2,1,214.28,1,v South Africa,Johannesburg,18-02-2018,India,0,0,0-49
KL Rahul,15,15,-,1,0,17,2,0,88.23,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
RG Sharma,15,15,-,1,0,18,2,0,83.33,1,v West Indies,Thiruvananthapuram,08-12-2019,India,0,0,0-49
Yuvraj Singh,14*,14,66,1,1,32,2,0,43.75,2,v Pakistan,Dhaka,27-02-2016,India,0,0,0-49
HH Pandya,14*,14,11,1,1,10,0,1,140,1,v New Zealand,Thiruvananthapuram,07-11-2017,India,0,0,0-49
Washington Sundar,14*,14,-,1,1,5,0,2,280,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
MK Pandey,14*,14,-,1,1,12,0,1,116.66,2,v New Zealand,Auckland,24-01-2020,India,0,0,0-49
MK Pandey,14*,14,15,1,1,6,1,1,233.33,1,v New Zealand,Hamilton,29-01-2020,India,0,0,0-49
AB Agarkar,14,14,9,1,0,9,2,0,155.55,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
Yuvraj Singh,14,14,28,1,0,19,1,0,73.68,1,v Pakistan,Johannesburg,24-09-2007,India,0,0,0-49
MS Dhoni,14,14,9,1,0,13,1,0,107.69,2,v Ireland,Nottingham,10-06-2009,India,0,0,0-49
G Gambhir,14,14,23,1,0,13,2,0,107.69,1,v West Indies,Lord's,12-06-2009,India,0,0,0-49
Harbhajan Singh,14,14,18,1,0,15,1,1,93.33,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
Harbhajan Singh,14,14,18,1,0,10,1,1,140,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
M Vijay,14,14,11,1,0,12,3,0,116.66,1,v South Africa,Durban,09-01-2011,India,0,0,0-49
V Kohli,14,14,15,1,0,12,2,0,116.66,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
SK Raina,14,14,23,1,0,15,1,0,93.33,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
SK Raina,14,14,16,1,0,8,0,2,175,1,v South Africa,Dharamsala,02-10-2015,India,0,0,0-49
MS Dhoni,14,14,18,1,0,9,2,0,155.55,1,v Australia,Melbourne,29-01-2016,India,0,0,0-49
KL Rahul,14,14,-,1,0,20,0,1,70,2,v Australia,Sydney,25-11-2018,India,0,0,0-49
V Shankar,14,14,14,1,0,8,1,1,175,2,v New Zealand,Auckland,08-02-2019,India,0,0,0-49
S Dhawan,14,14,48,1,0,24,1,0,58.33,1,v Australia,Bengaluru,27-02-2019,India,0,0,0-49
HH Pandya,14,14,37,1,0,18,1,0,77.77,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
Harbhajan Singh,13*,13,3,1,1,4,3,0,325,1,v West Indies,Lord's,12-06-2009,India,0,0,0-49
MS Dhoni,13*,13,15,1,1,9,0,1,144.44,2,v Pakistan,Kolkata,19-03-2016,India,0,0,0-49
MS Dhoni,13*,13,29,1,1,12,1,0,108.33,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
RA Jadeja,13*,13,-,1,1,8,0,1,162.5,1,v West Indies,Kingston,09-07-2017,India,0,0,0-49
HH Pandya,13*,13,10,1,1,7,2,0,185.71,1,v South Africa,Johannesburg,18-02-2018,India,0,0,0-49
KD Karthik,13*,13,-,1,1,6,2,0,216.66,1,v Sri Lanka,Colombo (RPS),06-03-2018,India,0,0,0-49
G Gambhir,13,13,6,1,0,6,3,0,216.66,2,v Sri Lanka,Colombo (RPS),10-02-2009,India,0,0,0-49
MS Dhoni,13,13,17,1,0,17,1,0,76.47,2,v Sri Lanka,Colombo (RPS),10-02-2009,India,0,0,0-49
Harbhajan Singh,13,13,15,1,0,11,1,1,118.18,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
KD Karthik,13,13,20,1,0,12,2,0,108.33,1,v Sri Lanka,Gros Islet,11-05-2010,India,0,0,0-49
YK Pathan,13,13,10,1,0,9,2,0,144.44,1,v Sri Lanka,Gros Islet,11-05-2010,India,0,0,0-49
M Vijay,13,13,-,1,0,11,0,1,118.18,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
AR Patel,13,13,-,1,0,15,1,0,86.66,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
RG Sharma,13,13,-,1,0,13,1,1,100,2,v Sri Lanka,Visakhapatnam,14-02-2016,India,0,0,0-49
SK Raina,13,13,14,1,0,13,2,0,100,1,v Bangladesh,Dhaka,24-02-2016,India,0,0,0-49
S Dhawan,13,13,16,1,0,12,1,1,108.33,2,v Australia,Mohali,27-03-2016,India,0,0,0-49
MS Dhoni,13,13,24,1,0,16,1,0,81.25,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
V Kohli,13,13,6,1,0,6,1,1,216.66,1,v New Zealand,Thiruvananthapuram,07-11-2017,India,0,0,0-49
MK Pandey,13,13,15,1,0,10,0,1,130,1,v South Africa,Cape Town,24-02-2018,India,0,0,0-49
KD Karthik,13,13,10,1,0,6,3,0,216.66,1,v South Africa,Cape Town,24-02-2018,India,0,0,0-49
KL Rahul,13,13,-,1,0,12,1,0,108.33,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
S Dube,13,13,-,1,0,9,1,1,144.44,2,v New Zealand,Auckland,24-01-2020,India,0,0,0-49
HH Pandya,12*,12,-,1,1,10,0,1,120,1,v England,Cardiff,06-07-2018,India,0,0,0-49
IK Pathan,12,12,13,1,0,14,1,0,85.71,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
Yuvraj Singh,12,12,22,1,0,14,1,0,85.71,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
Yuvraj Singh,12,12,20,1,0,13,1,0,92.3,1,v South Africa,Durban,09-01-2011,India,0,0,0-49
RA Jadeja,12,12,15,1,0,8,2,0,150,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
