Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
MS Dhoni,41,41,59,1,0,53,6,0,77.35,1,v Sri Lanka,Dambulla,22-06-2010,India,0,0,0-49
RG Sharma,41,41,80,1,0,52,3,0,78.84,1,v Sri Lanka,Dambulla,24-06-2010,India,0,0,0-49
Harbhajan Singh,41,41,79,1,0,64,1,1,64.06,2,v West Indies,North Sound,11-06-2011,India,0,0,0-49
S Dhawan,41,41,48,1,0,38,6,1,107.89,2,v Zimbabwe,Bulawayo,03-08-2013,India,0,0,0-49
AM Rahane,41,41,70,1,0,47,4,0,87.23,1,v England,Cardiff,27-08-2014,India,0,0,0-49
AT Rayudu,41,41,71,1,0,50,3,0,82,1,v Zimbabwe,Harare,12-07-2015,India,0,0,0-49
RG Sharma,41,41,28,1,0,25,2,3,164,2,v Australia,Canberra,20-01-2016,India,0,0,0-49
KM Jadhav,41,41,47,1,0,37,2,2,110.81,2,v New Zealand,Delhi,20-10-2016,India,0,0,0-49
MS Dhoni,41,41,64,1,0,59,4,1,69.49,1,v New Zealand,Visakhapatnam,29-10-2016,India,0,0,0-49
HH Pandya,41,41,64,1,0,40,1,3,102.5,2,v Australia,Bengaluru,28-09-2017,India,0,0,0-49
AB Agarkar,40*,40,26,1,1,19,6,1,210.52,1,v Zimbabwe,Faridabad,07-03-2002,India,0,0,0-49
Yuvraj Singh,40*,40,24,1,1,19,4,1,210.52,1,v England,Chester-le-Street,04-07-2002,India,0,0,0-49
MS Dhoni,40*,40,31,1,1,20,1,3,200,1,v West Indies,Vadodara,31-01-2007,India,0,0,0-49
YK Pathan,40*,40,53,1,1,38,2,2,105.26,1,v West Indies,Kingston,26-06-2009,India,0,0,0-49
P Kumar,40*,40,41,1,1,32,5,1,125,2,v Australia,Vadodara,25-10-2009,India,0,0,0-49
SK Raina,40*,40,53,1,1,24,3,1,166.66,2,v Sri Lanka,Hobart,28-02-2012,India,0,0,0-49
HH Pandya,40*,40,60,1,1,37,3,1,108.1,2,v England,Pune,15-01-2017,India,0,0,0-49
KM Jadhav,40*,40,-,1,1,26,4,1,153.84,1,v West Indies,North Sound,30-06-2017,India,0,0,0-49
AT Rayudu,40*,40,63,1,1,42,5,1,95.23,2,v New Zealand,Mount Maunganui,28-01-2019,India,0,0,0-49
SK Raina,40,40,85,1,0,67,3,0,59.7,1,v Pakistan,Abu Dhabi,18-04-2006,India,0,0,0-49
AB Agarkar,40,40,74,1,0,47,4,0,85.1,1,v West Indies,Cuttack,24-01-2007,India,0,0,0-49
G Gambhir,40,40,62,1,0,33,4,1,121.21,2,v Pakistan,Dhaka,14-06-2008,India,0,0,0-49
G Gambhir,40,40,70,1,0,37,7,0,108.1,1,v England,Bengaluru,23-11-2008,India,0,0,0-49
V Sehwag,40,40,57,1,0,27,3,3,148.14,1,v New Zealand,Auckland,14-03-2009,India,0,0,0-49
V Sehwag,40,40,49,1,0,31,6,1,129.03,1,v Australia,Nagpur,28-10-2009,India,0,0,0-49
SR Tendulkar,40,40,86,1,0,68,6,0,58.82,2,v Australia,Mohali,02-11-2009,India,0,0,0-49
KD Karthik,40,40,71,1,0,43,6,0,93.02,1,v Sri Lanka,Dambulla,22-06-2010,India,0,0,0-49
AM Rahane,40,40,65,1,0,44,6,0,90.9,1,v England,Chester-le-Street,03-09-2011,India,0,0,0-49
SK Raina,40,40,30,1,0,19,3,3,210.52,1,v England,Southampton,06-09-2011,India,0,0,0-49
MS Dhoni,40,40,72,1,0,46,2,2,86.95,2,v New Zealand,Napier,19-01-2014,India,0,0,0-49
V Kohli,40,40,67,1,0,50,2,1,80,2,v England,Nottingham,30-08-2014,India,0,0,0-49
SK Raina,40,40,71,1,0,40,1,2,100,2,v Bangladesh,Dhaka,18-06-2015,India,0,0,0-49
KM Jadhav,40,40,72,1,0,54,5,0,74.07,1,v Australia,Chennai,17-09-2017,India,0,0,0-49
S Dhawan,40,40,-,1,0,27,8,0,148.14,2,v England,Nottingham,12-07-2018,India,0,0,0-49
S Dhawan,40,40,-,1,0,47,4,1,85.1,2,v Bangladesh,Dubai (DSC),21-09-2018,India,0,0,0-49
KM Jadhav,40,40,-,1,0,35,3,1,114.28,1,v West Indies,Chennai,15-12-2019,India,0,0,0-49
PP Shaw,40,40,53,1,0,42,3,2,95.23,1,v New Zealand,Mount Maunganui,11-02-2020,India,0,0,0-49
M Kaif,39*,39,67,1,1,45,4,0,86.66,1,v Zimbabwe,Faridabad,07-03-2002,India,0,0,0-49
SK Raina,39*,39,47,1,1,30,2,0,130,2,v Sri Lanka,Pune,03-11-2005,India,0,0,0-49
RG Sharma,39*,39,86,1,1,61,2,0,63.93,2,v Australia,Melbourne,10-02-2008,India,0,0,0-49
KM Jadhav,39*,39,52,1,1,37,2,1,105.4,1,v New Zealand,Visakhapatnam,29-10-2016,India,0,0,0-49
RA Jadeja,39*,39,-,1,1,31,4,0,125.8,2,v West Indies,Cuttack,22-12-2019,India,0,0,0-49
SC Ganguly,39,39,61,1,0,44,5,1,88.63,1,v West Indies,Port of Spain,01-06-2002,India,0,0,0-49
V Sehwag,39,39,61,1,0,40,6,0,97.5,1,v Sri Lanka,Bristol,11-07-2002,India,0,0,0-49
V Sehwag,39,39,80,1,0,53,3,1,73.58,2,v Australia,Bengaluru,12-11-2003,India,0,0,0-49
SC Ganguly,39,39,64,1,0,41,5,1,95.12,1,v Pakistan,Peshawar,19-03-2004,India,0,0,0-49
SC Ganguly,39,39,52,1,0,45,5,1,86.66,2,v Pakistan,Colombo (RPS),25-07-2004,India,0,0,0-49
R Dravid,39,39,-,1,0,61,5,0,63.93,2,v New Zealand,Harare,02-09-2005,India,0,0,0-49
V Sehwag,39,39,67,1,0,37,3,0,105.4,2,v Sri Lanka,Jaipur,31-10-2005,India,0,0,0-49
SR Tendulkar,39,39,76,1,0,48,8,0,81.25,2,v Sri Lanka,Vadodara,12-11-2005,India,0,0,0-49
Yuvraj Singh,39,39,28,1,0,28,4,1,139.28,1,v Pakistan,Peshawar,06-02-2006,India,0,0,0-49
SC Ganguly,39,39,100,1,0,54,5,1,72.22,1,v England,Bristol,24-08-2007,India,0,0,0-49
Yuvraj Singh,39,39,61,1,0,55,5,0,70.9,1,v Australia,Chandigarh,08-10-2007,India,0,0,0-49
SC Ganguly,39,39,87,1,0,55,6,1,70.9,2,v Pakistan,Guwahati,05-11-2007,India,0,0,0-49
SC Ganguly,39,39,79,1,0,46,4,1,84.78,1,v Pakistan,Kanpur,11-11-2007,India,0,0,0-49
G Gambhir,39,39,74,1,0,51,4,0,76.47,1,v Australia,Brisbane,03-02-2008,India,0,0,0-49
MS Dhoni,39,39,88,1,0,54,3,0,72.22,2,v Sri Lanka,Dambulla,20-08-2008,India,0,0,0-49
MS Dhoni,39,39,46,1,0,32,3,1,121.87,1,v England,Rajkot,14-11-2008,India,0,0,0-49
R Dravid,39,39,80,1,0,56,2,1,69.64,1,v Sri Lanka,Colombo (RPS),14-09-2009,India,0,0,0-49
RA Jadeja,39,39,41,1,0,34,3,1,114.7,1,v Sri Lanka,Dhaka,05-01-2010,India,0,0,0-49
G Gambhir,39,39,49,1,0,39,3,0,100,1,v Bangladesh,Dhaka,19-02-2011,India,0,0,0-49
V Sehwag,39,39,36,1,0,26,5,2,150,2,v Netherlands,Delhi,09-03-2011,India,0,0,0-49
RG Sharma,39,39,60,1,0,47,0,1,82.97,2,v West Indies,North Sound,13-06-2011,India,0,0,0-49
PA Patel,39,39,60,1,0,35,7,0,111.42,2,v West Indies,Ahmedabad,05-12-2011,India,0,0,0-49
SR Tendulkar,39,39,45,1,0,30,5,0,130,2,v Sri Lanka,Hobart,28-02-2012,India,0,0,0-49
RA Jadeja,39,39,65,1,0,65,1,2,60,1,v England,Dharamsala,27-01-2013,India,0,0,0-49
SK Raina,39,39,56,1,0,45,2,1,86.66,2,v Australia,Pune,13-10-2013,India,0,0,0-49
RG Sharma,39,39,65,1,0,38,1,4,102.63,2,v New Zealand,Auckland,25-01-2014,India,0,0,0-49
KK Nair,39,39,112,1,0,68,5,0,57.35,2,v Zimbabwe,Harare,13-06-2016,India,0,0,0-49
MS Dhoni,39,39,95,1,0,65,3,0,60,2,v New Zealand,Delhi,20-10-2016,India,0,0,0-49
Yuvraj Singh,39,39,-,1,0,55,4,0,70.9,1,v West Indies,North Sound,30-06-2017,India,0,0,0-49
AM Rahane,39,39,-,1,0,51,5,0,76.47,2,v West Indies,Kingston,06-07-2017,India,0,0,0-49
V Kohli,39,39,73,1,0,55,2,0,70.9,2,v Australia,Nagpur,01-10-2017,India,0,0,0-49
RR Pant,39,39,-,1,0,16,3,4,243.75,1,v West Indies,Visakhapatnam,18-12-2019,India,0,0,0-49
M Kaif,38*,38,57,1,1,44,4,0,86.36,2,v Sri Lanka,The Oval,30-06-2002,India,0,0,0-49
M Kaif,38*,38,108,1,1,71,3,0,53.52,2,v Sri Lanka,Rajkot,09-11-2005,India,0,0,0-49
Harbhajan Singh,38*,38,27,1,1,20,2,2,190,1,v Pakistan,Mohali,08-11-2007,India,0,0,0-49
IK Pathan,38*,38,34,1,1,25,4,0,152,1,v Pakistan,Karachi,02-07-2008,India,0,0,0-49
SK Raina,38*,38,22,1,1,18,0,5,211.11,1,v New Zealand,Christchurch,08-03-2009,India,0,0,0-49
MS Dhoni,38*,38,63,1,1,45,3,1,84.44,2,v Bangladesh,Dambulla,16-06-2010,India,0,0,0-49
KD Karthik,38*,38,52,1,1,38,5,1,100,2,v New Zealand,Mount Maunganui,28-01-2019,India,0,0,0-49
SR Tendulkar,38,38,82,1,0,57,5,0,66.66,1,v South Africa,Centurion,10-10-2001,India,0,0,0-49
IK Pathan,38,38,77,1,0,75,2,0,50.66,2,v Pakistan,Colombo (RPS),25-07-2004,India,0,0,0-49
Y Venugopal Rao,38,38,88,1,0,74,3,0,51.35,1,v Sri Lanka,Dambulla,30-07-2005,India,0,0,0-49
MS Dhoni,38,38,33,1,0,28,3,2,135.71,1,v Sri Lanka,Nagpur,25-10-2005,India,0,0,0-49
V Sehwag,38,38,46,1,0,29,5,1,131.03,2,v Sri Lanka,Mohali,28-10-2005,India,0,0,0-49
Y Venugopal Rao,38,38,37,1,0,41,4,1,92.68,2,v Sri Lanka,Pune,03-11-2005,India,0,0,0-49
G Gambhir,38,38,69,1,0,50,7,0,76,2,v South Africa,Bengaluru,19-11-2005,India,0,0,0-49
G Gambhir,38,38,61,1,0,50,6,0,76,2,v Pakistan,Karachi,19-02-2006,India,0,0,0-49
MS Dhoni,38,38,99,1,0,55,2,0,69.09,2,v England,Faridabad,31-03-2006,India,0,0,0-49
Yuvraj Singh,38,38,-,1,0,28,5,1,135.71,2,v Scotland,Glasgow,16-08-2007,India,0,0,0-49
Yuvraj Singh,38,38,27,1,0,38,2,2,100,1,v Australia,Brisbane,04-03-2008,India,0,0,0-49
Yuvraj Singh,38,38,62,1,0,31,2,1,122.58,2,v England,Kanpur,20-11-2008,India,0,0,0-49
V Sehwag,38,38,37,1,0,30,5,1,126.66,2,v Australia,Hyderabad (Deccan),05-11-2009,India,0,0,0-49
RA Jadeja,38,38,93,1,0,64,0,0,59.37,1,v Sri Lanka,Dhaka,13-01-2010,India,0,0,0-49
R Ashwin,38,38,70,1,0,32,4,1,118.75,1,v Sri Lanka,Harare,05-06-2010,India,0,0,0-49
MS Dhoni,38,38,51,1,0,50,2,1,76,1,v Sri Lanka,Dambulla,24-06-2010,India,0,0,0-49
Yuvraj Singh,38,38,-,1,0,64,5,1,59.37,1,v Sri Lanka,Dambulla,22-08-2010,India,0,0,0-49
MS Dhoni,38,38,96,1,0,75,3,0,50.66,1,v New Zealand,Dambulla,25-08-2010,India,0,0,0-49
G Gambhir,38,38,78,1,0,38,6,0,100,1,v New Zealand,Guwahati,28-11-2010,India,0,0,0-49
MS Dhoni,38,38,101,1,0,61,1,0,62.29,1,v South Africa,Johannesburg,15-01-2011,India,0,0,0-49
PA Patel,38,38,52,1,0,34,6,0,111.76,2,v South Africa,Centurion,23-01-2011,India,0,0,0-49
SR Tendulkar,38,38,91,1,0,56,4,0,67.85,2,v Ireland,Bengaluru,06-03-2011,India,0,0,0-49
V Sehwag,38,38,32,1,0,25,9,0,152,1,v Pakistan,Mohali,30-03-2011,India,0,0,0-49
SK Raina,38,38,48,1,0,29,2,2,131.03,1,v England,Chester-le-Street,03-09-2011,India,0,0,0-49
AM Rahane,38,38,60,1,0,53,5,1,71.69,1,v England,Lord's,11-09-2011,India,0,0,0-49
PA Patel,38,38,67,1,0,46,3,0,82.6,2,v England,Mohali,20-10-2011,India,0,0,0-49
G Gambhir,38,38,70,1,0,46,4,0,82.6,1,v England,Kolkata,25-10-2011,India,0,0,0-49
SK Raina,38,38,82,1,0,46,5,0,82.6,1,v England,Kolkata,25-10-2011,India,0,0,0-49
RA Jadeja,38,38,73,1,0,62,3,0,61.29,2,v West Indies,Cuttack,29-11-2011,India,0,0,0-49
SK Raina,38,38,65,1,0,30,3,1,126.66,2,v Australia,Adelaide,12-02-2012,India,0,0,0-49
V Kohli,38,38,80,1,0,65,2,0,58.46,2,v Sri Lanka,Colombo (RPS),28-07-2012,India,0,0,0-49
S Dhawan,38,38,85,1,0,65,4,0,58.46,1,v England,Perth,30-01-2015,India,0,0,0-49
V Kohli,38,38,71,1,0,48,4,0,79.16,2,v Zimbabwe,Auckland,14-03-2015,India,0,0,0-49
SK Raina,38,38,26,1,0,21,3,2,180.95,1,v Bangladesh,Dhaka,24-06-2015,India,0,0,0-49
AR Patel,38,38,77,1,0,40,3,1,95,2,v New Zealand,Ranchi,26-10-2016,India,0,0,0-49
S Dhawan,38,38,-,1,0,40,4,2,95,1,v West Indies,Mumbai (BS),29-10-2018,India,0,0,0-49
MS Dhoni,37*,37,-,1,1,27,3,2,137.03,2,v New Zealand,Harare,02-09-2005,India,0,0,0-49
Harbhajan Singh,37*,37,16,1,1,17,4,2,217.64,1,v South Africa,Hyderabad (Deccan),16-11-2005,India,0,0,0-49
SS Tiwary,37*,37,77,1,1,39,3,1,94.87,2,v New Zealand,Bengaluru,07-12-2010,India,0,0,0-49
D Mongia,37,37,72,1,0,49,5,0,75.51,2,v Zimbabwe,Bulawayo,27-06-2001,India,0,0,0-49
VVS Laxman,37,37,84,1,0,51,5,0,72.54,2,v Sri Lanka,Colombo (RPS),05-08-2001,India,0,0,0-49
Harbhajan Singh,37,37,50,1,0,32,4,1,115.62,2,v Kenya,Port Elizabeth,17-10-2001,India,0,0,0-49
SR Tendulkar,37,37,68,1,0,35,5,0,105.71,2,v South Africa,East London,19-10-2001,India,0,0,0-49
Yuvraj Singh,37,37,87,1,0,68,4,1,54.41,2,v Sri Lanka,Birmingham,06-07-2002,India,0,0,0-49
Yuvraj Singh,37,37,87,1,0,56,3,0,66.07,1,v Netherlands,Paarl,12-02-2003,India,0,0,0-49
V Sehwag,37,37,81,1,0,44,6,0,84.09,1,v South Africa,Dhaka,13-04-2003,India,0,0,0-49
SC Ganguly,37,37,45,1,0,31,4,1,119.35,2,v Australia,Bengaluru,12-11-2003,India,0,0,0-49
SR Tendulkar,37,37,60,1,0,48,7,0,77.08,1,v Pakistan,Lahore,24-03-2004,India,0,0,0-49
V Sehwag,37,37,50,1,0,39,5,0,94.87,2,v Sri Lanka,Dambulla,18-07-2004,India,0,0,0-49
VVS Laxman,37,37,73,1,0,51,2,1,72.54,2,v Pakistan,Amstelveen,21-08-2004,India,0,0,0-49
IK Pathan,37,37,85,1,0,58,4,1,63.79,2,v South Africa,Bengaluru,19-11-2005,India,0,0,0-49
Yuvraj Singh,37,37,72,1,0,57,6,0,64.91,2,v Pakistan,Multan,16-02-2006,India,0,0,0-49
Harbhajan Singh,37,37,47,1,0,46,3,1,80.43,1,v England,Delhi,28-03-2006,India,0,0,0-49
Harbhajan Singh,37,37,56,1,0,60,1,2,61.66,1,v West Indies,Kuala Lumpur,20-09-2006,India,0,0,0-49
MS Dhoni,37,37,102,1,0,61,1,0,60.65,1,v Australia,Brisbane,03-02-2008,India,0,0,0-49
MS Dhoni,37,37,97,1,0,50,1,0,74,2,v Australia,Adelaide,17-02-2008,India,0,0,0-49
Yuvraj Singh,37,37,38,1,0,32,4,1,115.62,1,v Pakistan,Karachi,02-07-2008,India,0,0,0-49
V Kohli,37,37,82,1,0,67,6,0,55.22,2,v Sri Lanka,Dambulla,20-08-2008,India,0,0,0-49
MS Dhoni,37,37,85,1,0,70,3,0,52.85,1,v Sri Lanka,Dhaka,05-01-2010,India,0,0,0-49
SK Raina,37,37,56,1,0,53,2,0,69.81,1,v Zimbabwe,Bulawayo,28-05-2010,India,0,0,0-49
V Kohli,37,37,98,1,0,57,5,0,64.91,2,v Sri Lanka,Dambulla,28-08-2010,India,0,0,0-49
SK Raina,37,37,74,1,0,47,4,0,78.72,2,v South Africa,Cape Town,18-01-2011,India,0,0,0-49
V Kohli,37,37,70,1,0,63,0,0,58.73,1,v England,Hyderabad (Deccan),14-10-2011,India,0,0,0-49
V Kohli,37,37,86,1,0,54,1,1,68.51,1,v England,Kochi,15-01-2013,India,0,0,0-49
AT Rayudu,37,37,64,1,0,58,3,2,63.79,1,v New Zealand,Hamilton,28-01-2014,India,0,0,0-49
KD Karthik,37,37,58,1,0,47,4,0,78.72,1,v New Zealand,Mumbai,22-10-2017,India,0,0,0-49
MS Dhoni,37,37,-,1,0,59,2,0,62.71,2,v England,Lord's,14-07-2018,India,0,0,0-49
KD Karthik,37,37,-,1,0,61,1,1,60.65,2,v Bangladesh,Dubai (DSC),28-09-2018,India,0,0,0-49
RG Sharma,37,37,-,1,0,66,5,0,56.06,2,v Australia,Hyderabad (Deccan),02-03-2019,India,0,0,0-49
AB Agarkar,36*,36,30,1,1,24,4,0,150,2,v England,Delhi,31-01-2002,India,0,0,0-49
IK Pathan,36*,36,36,1,1,28,5,0,128.57,1,v Sri Lanka,Dambulla,03-08-2005,India,0,0,0-49
Yuvraj Singh,36*,36,52,1,1,35,2,2,102.85,2,v Bangladesh,Karachi,28-06-2008,India,0,0,0-49
Yuvraj Singh,36*,36,48,1,1,31,3,1,116.12,2,v Sri Lanka,Karachi,03-07-2008,India,0,0,0-49
SK Raina,36*,36,69,1,1,39,3,0,92.3,1,v Pakistan,Mohali,30-03-2011,India,0,0,0-49
R Ashwin,36*,36,32,1,1,19,5,0,189.47,1,v England,The Oval,09-09-2011,India,0,0,0-49
MK Pandey,36*,36,44,1,1,32,6,0,112.5,2,v Australia,Indore,24-09-2017,India,0,0,0-49
JJ Martin,36,36,107,1,0,70,5,0,51.42,2,v Kenya,Port Elizabeth,17-10-2001,India,0,0,0-49
SR Tendulkar,36,36,71,1,0,43,6,0,83.72,1,v England,Kolkata,19-01-2002,India,0,0,0-49
SB Bangar,36,36,87,1,0,67,3,0,53.73,1,v Zimbabwe,Kochi,13-03-2002,India,0,0,0-49
SR Tendulkar,36,36,60,1,0,29,5,0,124.13,2,v England,The Oval,09-07-2002,India,0,0,0-49
SR Tendulkar,36,36,127,1,0,59,3,0,61.01,1,v Australia,Centurion,15-02-2003,India,0,0,0-49
V Sehwag,36,36,78,1,0,38,6,0,94.73,1,v Zimbabwe,Harare,19-02-2003,India,0,0,0-49
R Dravid,36,36,74,1,0,45,2,0,80,2,v Pakistan,Rawalpindi,16-03-2004,India,0,0,0-49
Yuvraj Singh,36,36,44,1,0,35,5,0,102.85,2,v Pakistan,Lahore,21-03-2004,India,0,0,0-49
IK Pathan,36,36,95,1,0,63,3,1,57.14,1,v England,Margao,03-04-2006,India,0,0,0-49
MS Dhoni,36,36,73,1,0,54,4,0,66.66,1,v Bangladesh,Dhaka,12-05-2007,India,0,0,0-49
R Dravid,36,36,87,1,0,49,4,0,73.46,2,v South Africa,Belfast,01-07-2007,India,0,0,0-49
MS Dhoni,36,36,84,1,0,66,4,0,54.54,2,v Australia,Sydney,24-02-2008,India,0,0,0-49
Yuvraj Singh,36,36,31,1,0,35,4,1,102.85,2,v Sri Lanka,Hobart,26-02-2008,India,0,0,0-49
MS Dhoni,36,36,52,1,0,37,2,1,97.29,1,v Australia,Brisbane,04-03-2008,India,0,0,0-49
YK Pathan,36,36,47,1,0,23,4,2,156.52,1,v South Africa,Gwalior,24-02-2010,India,0,0,0-49
RA Jadeja,36,36,-,1,0,35,2,1,102.85,2,v South Africa,Ahmedabad,27-02-2010,India,0,0,0-49
MS Dhoni,36,36,77,1,0,55,1,3,65.45,1,v Pakistan,Delhi,06-01-2013,India,0,0,0-49
SK Raina,36,36,64,1,0,50,3,0,72,2,v South Africa,Durban,08-12-2013,India,0,0,0-49
AM Rahane,36,36,52,1,0,42,4,0,85.71,2,v New Zealand,Hamilton,22-01-2014,India,0,0,0-49
HH Pandya,36,36,51,1,0,32,3,0,112.5,2,v New Zealand,Delhi,20-10-2016,India,0,0,0-49
MK Pandey,36,36,-,1,0,53,2,0,67.92,2,v Sri Lanka,Colombo (RPS),03-09-2017,India,0,0,0-49
V Kohli,36,36,76,1,0,54,2,0,66.66,1,v South Africa,Port Elizabeth,13-02-2018,India,0,0,0-49
S Dhawan,36,36,-,1,0,30,6,0,120,2,v England,Lord's,14-07-2018,India,0,0,0-49
MS Dhoni,36,36,-,1,0,67,3,0,53.73,2,v Bangladesh,Dubai (DSC),28-09-2018,India,0,0,0-49
RR Pant,36,36,-,1,0,24,4,1,150,1,v Australia,Mohali,10-03-2019,India,0,0,0-49
S Dhawan,36,36,53,1,0,36,5,0,100,2,v West Indies,Port of Spain,14-08-2019,India,0,0,0-49
RG Sharma,36,36,-,1,0,56,6,0,64.28,1,v West Indies,Chennai,15-12-2019,India,0,0,0-49
HK Badani,35*,35,51,1,1,38,3,2,92.1,2,v New Zealand,Colombo (SSC),02-08-2001,India,0,0,0-49
Yuvraj Singh,35*,35,35,1,1,26,5,0,134.61,1,v Pakistan,Ahmedabad,12-04-2005,India,0,0,0-49
SK Raina,35*,35,37,1,1,34,6,0,102.94,2,v Pakistan,Multan,16-02-2006,India,0,0,0-49
MS Dhoni,35*,35,70,1,1,45,1,0,77.77,1,v Sri Lanka,Colombo (RPS),03-02-2009,India,0,0,0-49
MS Dhoni,35*,35,86,1,1,65,4,0,53.84,2,v New Zealand,Colombo (RPS),11-09-2009,India,0,0,0-49
MS Dhoni,35*,35,53,1,1,31,3,0,112.9,2,v England,Mohali,20-10-2011,India,0,0,0-49
SR Tendulkar,35,35,47,1,0,26,6,1,134.61,1,v Australia,Bengaluru,25-03-2001,India,0,0,0-49
HK Badani,35,35,58,1,0,33,3,0,106.06,1,v England,Kolkata,19-01-2002,India,0,0,0-49
D Mongia,35,35,61,1,0,56,3,0,62.5,2,v England,Mumbai,03-02-2002,India,0,0,0-49
M Kaif,35,35,82,1,0,60,5,0,58.33,2,v Pakistan,Centurion,01-03-2003,India,0,0,0-49
V Sehwag,35,35,85,1,0,59,3,0,59.32,2,v Australia,Melbourne,09-01-2004,India,0,0,0-49
SK Raina,35,35,61,1,0,42,6,0,83.33,2,v West Indies,Dambulla,31-07-2005,India,0,0,0-49
V Sehwag,35,35,35,1,0,24,6,0,145.83,2,v Sri Lanka,Vadodara,12-11-2005,India,0,0,0-49
IK Pathan,35,35,32,1,0,23,4,2,152.17,2,v Sri Lanka,Vadodara,12-11-2005,India,0,0,0-49
SR Tendulkar,35,35,87,1,0,41,5,0,85.36,2,v England,Jaipur,15-10-2006,India,0,0,0-49
SR Tendulkar,35,35,79,1,0,51,5,0,68.62,2,v South Africa,Durban,22-11-2006,India,0,0,0-49
MS Dhoni,35,35,50,1,0,37,3,0,94.59,2,v England,The Oval,05-09-2007,India,0,0,0-49
SR Tendulkar,35,35,70,1,0,52,2,0,67.3,1,v Sri Lanka,Brisbane,05-02-2008,India,0,0,0-49
G Gambhir,35,35,58,1,0,33,3,0,106.06,1,v Sri Lanka,Canberra,12-02-2008,India,0,0,0-49
G Gambhir,35,35,57,1,0,32,4,0,109.37,1,v Pakistan,Karachi,02-07-2008,India,0,0,0-49
Yuvraj Singh,35,35,47,1,0,33,5,1,106.06,1,v West Indies,Kingston,28-06-2009,India,0,0,0-49
SK Raina,35,35,66,1,0,46,4,0,76.08,1,v Sri Lanka,Dhaka,05-01-2010,India,0,0,0-49
V Sehwag,35,35,34,1,0,26,6,0,134.61,1,v England,Bengaluru,27-02-2011,India,0,0,0-49
V Kohli,35,35,69,1,0,49,4,0,71.42,2,v Sri Lanka,Mumbai,02-04-2011,India,0,0,0-49
V Kohli,35,35,42,1,0,30,5,0,116.66,2,v England,Mohali,20-10-2011,India,0,0,0-49
MS Dhoni,35,35,49,1,0,29,3,1,120.68,1,v Sri Lanka,Hambantota,21-07-2012,India,0,0,0-49
S Dhawan,35,35,62,1,0,32,5,0,109.37,2,v Zimbabwe,Harare,28-07-2013,India,0,0,0-49
S Dhawan,35,35,62,1,0,37,5,0,94.59,1,v West Indies,Visakhapatnam,24-11-2013,India,0,0,0-49
SK Raina,35,35,36,1,0,22,6,0,159.09,2,v New Zealand,Hamilton,22-01-2014,India,0,0,0-49
S Dhawan,35,35,51,1,0,35,6,1,100,1,v West Indies,Dharamsala,17-10-2014,India,0,0,0-49
AT Rayudu,35,35,-,1,0,46,3,0,76.08,2,v Sri Lanka,Hyderabad (Deccan),09-11-2014,India,0,0,0-49
S Dhawan,35,35,53,1,0,29,6,0,120.68,2,v South Africa,Durban,01-02-2018,India,0,0,0-49
S Dhawan,35,35,-,1,0,45,5,0,77.77,2,v West Indies,Pune,27-10-2018,India,0,0,0-49
MS Dhoni,35,35,52,1,0,33,4,0,106.06,1,v Bangladesh,Birmingham,02-07-2019,India,0,0,0-49
SR Tendulkar,34*,34,64,1,1,45,2,0,75.55,2,v West Indies,Bridgetown,29-05-2002,India,0,0,0-49
Z Khan,34*,34,65,1,1,42,3,1,80.95,2,v New Zealand,Wellington,08-01-2003,India,0,0,0-49
HK Badani,34*,34,83,1,1,59,5,0,57.62,2,v Zimbabwe,Perth,03-02-2004,India,0,0,0-49
SK Raina,34*,34,48,1,1,28,2,1,121.42,2,v Australia,Ahmedabad,24-03-2011,India,0,0,0-49
IK Pathan,34*,34,61,1,1,31,3,0,109.67,2,v Sri Lanka,Colombo (RPS),28-07-2012,India,0,0,0-49
AM Rahane,34*,34,81,1,1,50,3,0,68,2,v South Africa,Centurion,16-02-2018,India,0,0,0-49
V Kohli,34*,34,61,1,1,41,3,0,82.92,2,v Sri Lanka,Leeds,06-07-2019,India,0,0,0-49
V Sehwag,34,34,80,1,0,58,4,1,58.62,1,v South Africa,Durban,26-10-2001,India,0,0,0-49
R Dravid,34,34,49,1,0,34,3,0,100,2,v Australia,Bengaluru,12-11-2003,India,0,0,0-49
M Kaif,34,34,53,1,0,48,1,0,70.83,1,v Sri Lanka,Dambulla,03-08-2005,India,0,0,0-49
R Dravid,34,34,77,1,0,50,7,0,68,1,v England,Delhi,28-03-2006,India,0,0,0-49
SK Raina,34,34,32,1,0,29,4,0,117.24,1,v West Indies,Kuala Lumpur,14-09-2006,India,0,0,0-49
Yuvraj Singh,34,34,54,1,0,44,3,0,77.27,1,v Pakistan,Mohali,08-11-2007,India,0,0,0-49
G Gambhir,34,34,77,1,0,42,3,0,80.95,2,v Australia,Adelaide,17-02-2008,India,0,0,0-49
KD Karthik,34,34,123,1,0,79,4,0,43.03,2,v West Indies,Johannesburg,30-09-2009,India,0,0,0-49
MS Dhoni,34,34,75,1,0,46,4,0,73.91,2,v Australia,Vadodara,25-10-2009,India,0,0,0-49
