Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
RG Sharma,264,264,225,1,0,173,33,9,152.6,1,v Sri Lanka,Kolkata,13-11-2014,India,0,1,200+
V Sehwag,219,219,208,1,0,149,25,7,146.97,1,v West Indies,Indore,08-12-2011,India,0,1,200+
RG Sharma,209,209,222,1,0,158,12,16,132.27,1,v Australia,Bengaluru,02-11-2013,India,0,1,200+
RG Sharma,208*,208,212,1,1,153,13,12,135.94,1,v Sri Lanka,Mohali,13-12-2017,India,0,1,200+
SR Tendulkar,200*,200,226,1,1,147,25,3,136.05,1,v South Africa,Gwalior,24-02-2010,India,0,1,200+
MS Dhoni,183*,183,210,1,1,145,15,10,126.2,2,v Sri Lanka,Jaipur,31-10-2005,India,0,1,150-199
V Kohli,183,183,211,1,0,148,22,1,123.64,2,v Pakistan,Dhaka,18-03-2012,India,0,1,150-199
SR Tendulkar,175,175,210,1,0,141,19,4,124.11,2,v Australia,Hyderabad (Deccan),05-11-2009,India,0,1,150-199
V Sehwag,175,175,198,1,0,140,14,5,125,1,v Bangladesh,Dhaka,19-02-2011,India,0,1,150-199
RG Sharma,171*,171,205,1,1,163,13,7,104.9,1,v Australia,Perth,12-01-2016,India,0,1,150-199
SR Tendulkar,163*,163,206,1,1,133,16,5,122.55,1,v New Zealand,Christchurch,08-03-2009,India,0,1,150-199
RG Sharma,162,162,200,1,0,137,20,4,118.24,1,v West Indies,Mumbai (BS),29-10-2018,India,0,1,150-199
V Kohli,160*,160,220,1,1,159,12,2,100.62,1,v South Africa,Cape Town,07-02-2018,India,0,1,150-199
D Mongia,159*,159,233,1,1,147,17,1,108.16,1,v Zimbabwe,Guwahati,19-03-2002,India,0,1,150-199
RG Sharma,159,159,202,1,0,138,17,5,115.21,1,v West Indies,Visakhapatnam,18-12-2019,India,0,1,150-199
V Kohli,157*,157,217,1,1,129,13,4,121.7,1,v West Indies,Visakhapatnam,24-10-2018,India,0,1,150-199
V Kohli,154*,154,202,1,1,134,16,1,114.92,2,v New Zealand,Mohali,23-10-2016,India,0,1,150-199
RG Sharma,152*,152,176,1,1,117,15,8,129.91,2,v West Indies,Guwahati,21-10-2018,India,0,1,150-199
SR Tendulkar,152,152,193,1,0,151,18,0,100.66,1,v Namibia,Pietermaritzburg,23-02-2003,India,0,1,150-199
G Gambhir,150*,150,-,1,1,137,14,0,109.48,2,v Sri Lanka,Kolkata,24-12-2009,India,0,1,150-199
G Gambhir,150,150,214,1,0,147,14,1,102.04,1,v Sri Lanka,Colombo (RPS),05-02-2009,India,0,1,150-199
RG Sharma,150,150,215,1,0,133,13,6,112.78,2,v South Africa,Kanpur,11-10-2015,India,0,1,150-199
Yuvraj Singh,150,150,183,1,0,127,21,3,118.11,1,v England,Cuttack,19-01-2017,India,0,1,150-199
MS Dhoni,148,148,155,1,0,123,15,4,120.32,1,v Pakistan,Visakhapatnam,05-04-2005,India,0,1,100-149
RG Sharma,147,147,168,1,0,138,18,2,106.52,1,v New Zealand,Kanpur,29-10-2017,India,0,1,100-149
SR Tendulkar,146,146,186,1,0,132,17,0,110.6,1,v Kenya,Paarl,24-10-2001,India,0,1,100-149
V Sehwag,146,146,166,1,0,102,17,6,143.13,1,v Sri Lanka,Rajkot,15-12-2009,India,0,1,100-149
S Dhawan,143,143,-,1,0,115,18,3,124.34,1,v Australia,Mohali,10-03-2019,India,0,1,100-149
SR Tendulkar,141*,141,-,1,1,148,13,5,95.27,1,v West Indies,Kuala Lumpur,14-09-2006,India,0,1,100-149
RG Sharma,141*,141,195,1,1,123,17,4,114.63,2,v Australia,Jaipur,16-10-2013,India,0,1,100-149
SR Tendulkar,141,141,173,1,0,135,17,1,104.44,2,v Pakistan,Rawalpindi,16-03-2004,India,0,1,100-149
V Kohli,140,140,-,1,0,107,21,2,130.84,2,v West Indies,Guwahati,21-10-2018,India,0,1,100-149
RG Sharma,140,140,153,1,0,113,14,3,123.89,1,v Pakistan,Manchester,16-06-2019,India,0,1,100-149
MS Dhoni,139*,139,169,1,1,121,12,5,114.87,1,v Australia,Mohali,19-10-2013,India,0,1,100-149
V Kohli,139*,139,192,1,1,126,12,3,110.31,2,v Sri Lanka,Ranchi,16-11-2014,India,0,1,100-149
SR Tendulkar,139,139,197,1,0,125,19,0,111.2,1,v Australia,Indore,31-03-2001,India,0,1,100-149
Yuvraj Singh,139,139,143,1,0,122,16,2,113.93,1,v Australia,Sydney,22-01-2004,India,0,1,100-149
Yuvraj Singh,138*,138,125,1,1,78,16,6,176.92,1,v England,Rajkot,14-11-2008,India,0,1,100-149
G Gambhir,138*,138,171,1,1,116,18,0,118.96,2,v New Zealand,Jaipur,01-12-2010,India,0,1,100-149
SR Tendulkar,138,138,214,1,0,133,10,1,103.75,1,v Sri Lanka,Colombo (RPS),14-09-2009,India,0,1,100-149
RG Sharma,138,138,228,1,0,139,9,4,99.28,1,v Australia,Melbourne,18-01-2015,India,0,1,100-149
V Kohli,138,138,202,1,0,140,6,5,98.57,1,v South Africa,Chennai,22-10-2015,India,0,1,100-149
RG Sharma,137*,137,-,1,1,114,15,4,120.17,2,v England,Nottingham,12-07-2018,India,0,1,100-149
S Dhawan,137,137,199,1,0,146,16,2,93.83,1,v South Africa,Melbourne,22-02-2015,India,0,1,100-149
RG Sharma,137,137,223,1,0,126,14,3,108.73,1,v Bangladesh,Melbourne,19-03-2015,India,0,1,100-149
V Kohli,136,136,157,1,0,122,16,2,111.47,2,v Bangladesh,Fatullah,26-02-2014,India,0,1,100-149
MS Dhoni,134,134,203,1,0,122,10,6,109.83,1,v England,Cuttack,19-01-2017,India,0,1,100-149
V Kohli,133*,133,133,1,1,86,16,2,154.65,2,v Sri Lanka,Hobart,28-02-2012,India,0,1,100-149
RG Sharma,133,133,204,1,0,129,10,6,103.1,2,v Australia,Sydney,12-01-2019,India,0,1,100-149
S Dhawan,132*,132,-,1,1,90,20,3,146.66,2,v Sri Lanka,Dambulla,20-08-2017,India,0,1,100-149
VVS Laxman,131,131,203,1,0,138,13,1,94.92,1,v Zimbabwe,Adelaide,24-01-2004,India,0,1,100-149
Yuvraj Singh,131,131,134,1,0,102,10,7,128.43,1,v West Indies,Kingston,26-06-2009,India,0,1,100-149
V Kohli,131,131,-,1,0,96,17,2,136.45,1,v Sri Lanka,Colombo (RPS),31-08-2017,India,0,1,100-149
V Sehwag,130,130,193,1,0,134,15,2,97.01,1,v New Zealand,Hyderabad (Deccan),15-11-2003,India,0,1,100-149
V Kohli,129*,129,123,1,1,96,19,2,134.37,2,v South Africa,Centurion,16-02-2018,India,0,1,100-149
V Kohli,128*,128,187,1,1,119,12,1,107.56,2,v Sri Lanka,Colombo (RPS),31-07-2012,India,0,1,100-149
SC Ganguly,127,127,150,1,0,126,14,5,100.79,1,v South Africa,Johannesburg,05-10-2001,India,0,1,100-149
V Kohli,127,127,164,1,0,114,13,3,111.4,1,v West Indies,Dharamsala,17-10-2014,India,0,1,100-149
S Dhawan,127,127,-,1,0,120,15,2,105.83,1,v Hong Kong,Dubai (DSC),18-09-2018,India,0,1,100-149
G Gambhir,126*,126,164,1,1,117,16,0,107.69,2,v New Zealand,Vadodara,04-12-2010,India,0,1,100-149
V Sehwag,126,126,136,1,0,104,21,1,121.15,2,v England,Colombo (RPS),22-09-2002,India,0,1,100-149
S Dhawan,126,126,154,1,0,113,14,2,111.5,2,v Australia,Canberra,20-01-2016,India,0,1,100-149
V Sehwag,125*,125,106,1,1,74,14,6,168.91,2,v New Zealand,Hamilton,11-03-2009,India,0,1,100-149
S Dhawan,125,125,198,1,0,128,15,1,97.65,1,v Sri Lanka,The Oval,08-06-2017,India,0,1,100-149
RG Sharma,125,125,165,1,0,109,11,5,114.67,2,v Australia,Nagpur,01-10-2017,India,0,1,100-149
AT Rayudu,124*,124,199,1,1,133,12,1,93.23,1,v Zimbabwe,Harare,10-07-2015,India,0,1,100-149
RG Sharma,124*,124,-,1,1,145,16,2,85.51,2,v Sri Lanka,Pallekele,27-08-2017,India,0,1,100-149
MS Dhoni,124,124,141,1,0,107,9,3,115.88,1,v Australia,Nagpur,28-10-2009,India,0,1,100-149
RG Sharma,124,124,175,1,0,127,11,3,97.63,1,v Australia,Brisbane,15-01-2016,India,0,1,100-149
YK Pathan,123*,123,128,1,1,96,7,7,128.12,2,v New Zealand,Bengaluru,07-12-2010,India,0,1,100-149
RG Sharma,123*,123,165,1,1,129,15,1,95.34,2,v Bangladesh,Birmingham,15-06-2017,India,0,1,100-149
SR Tendulkar,123,123,192,1,0,130,12,2,94.61,1,v Pakistan,Ahmedabad,12-04-2005,India,0,1,100-149
V Kohli,123,123,179,1,0,111,11,2,110.81,2,v New Zealand,Napier,19-01-2014,India,0,1,100-149
V Kohli,123,123,-,1,0,95,16,1,129.47,2,v Australia,Ranchi,08-03-2019,India,0,1,100-149
SR Tendulkar,122*,122,210,1,1,131,12,1,93.12,2,v West Indies,Harare,04-07-2001,India,0,1,100-149
RG Sharma,122*,122,212,1,1,144,13,2,84.72,2,v South Africa,Southampton,05-06-2019,India,0,1,100-149
V Kohli,122,122,147,1,0,105,8,5,116.19,2,v England,Pune,15-01-2017,India,0,1,100-149
AT Rayudu,121*,121,-,1,1,118,10,4,102.54,2,v Sri Lanka,Ahmedabad,06-11-2014,India,0,1,100-149
Yuvraj Singh,121,121,177,1,0,115,12,3,105.21,2,v Australia,Hyderabad (Deccan),05-10-2007,India,0,1,100-149
V Kohli,121,121,203,1,0,125,9,2,96.8,1,v New Zealand,Mumbai,22-10-2017,India,0,1,100-149
Yuvraj Singh,120,120,155,1,0,124,12,1,96.77,2,v Zimbabwe,Harare,04-09-2005,India,0,1,100-149
SR Tendulkar,120,120,170,1,0,115,10,5,104.34,1,v England,Bengaluru,27-02-2011,India,0,1,100-149
KM Jadhav,120,120,125,1,0,76,12,4,157.89,2,v England,Pune,15-01-2017,India,0,1,100-149
V Kohli,120,120,179,1,0,125,14,1,96,1,v West Indies,Port of Spain,11-08-2019,India,0,1,100-149
V Sehwag,119,119,150,1,0,95,12,5,125.26,2,v Pakistan,Karachi,26-06-2008,India,0,1,100-149
S Dhawan,119,119,164,1,0,95,20,0,125.26,2,v West Indies,Kanpur,27-11-2013,India,0,1,100-149
RG Sharma,119,119,-,1,0,128,8,6,92.96,2,v Australia,Bengaluru,19-01-2020,India,0,1,100-149
Yuvraj Singh,118,118,153,1,0,122,15,2,96.72,1,v England,Indore,17-11-2008,India,0,1,100-149
V Kohli,118,118,193,1,0,121,11,1,97.52,2,v Australia,Visakhapatnam,20-10-2010,India,0,1,100-149
SC Ganguly,117*,117,183,1,1,109,12,3,107.33,2,v England,Colombo (RPS),22-09-2002,India,0,1,100-149
SR Tendulkar,117*,117,235,1,1,120,10,0,97.5,2,v Australia,Sydney,02-03-2008,India,0,1,100-149
Yuvraj Singh,117,117,126,1,0,95,17,1,123.15,1,v Sri Lanka,Colombo (RPS),03-02-2009,India,0,1,100-149
V Kohli,117,117,154,1,0,123,14,0,95.12,2,v West Indies,Visakhapatnam,02-12-2011,India,0,1,100-149
V Kohli,117,117,174,1,0,117,7,2,100,1,v Australia,Melbourne,17-01-2016,India,0,1,100-149
S Dhawan,117,117,163,1,0,109,16,0,107.33,1,v Australia,The Oval,09-06-2019,India,0,1,100-149
SK Raina,116*,116,144,1,1,107,11,3,108.41,2,v Bangladesh,Karachi,28-06-2008,India,0,1,100-149
V Sehwag,116,116,165,1,0,90,17,0,128.88,1,v Sri Lanka,Colombo (RPS),03-02-2009,India,0,1,100-149
S Dhawan,116,116,209,1,0,127,11,2,91.33,1,v Zimbabwe,Harare,26-07-2013,India,0,1,100-149
V Kohli,116,116,-,1,0,120,10,0,96.66,1,v Australia,Nagpur,05-03-2019,India,0,1,100-149
V Kohli,115*,115,104,1,1,66,18,1,174.24,2,v Australia,Nagpur,30-10-2013,India,0,1,100-149
V Kohli,115,115,133,1,0,108,13,1,106.48,2,v Zimbabwe,Harare,24-07-2013,India,0,1,100-149
RG Sharma,115,115,179,1,0,126,11,4,91.26,1,v South Africa,Port Elizabeth,13-02-2018,India,0,1,100-149
V Sehwag,114*,114,-,1,1,82,17,2,139.02,2,v West Indies,Rajkot,12-11-2002,India,0,1,100-149
V Kohli,114*,114,127,1,1,99,14,0,115.15,2,v West Indies,Port of Spain,14-08-2019,India,0,1,100-149
V Sehwag,114,114,127,1,0,87,17,3,131.03,1,v Bermuda,Port of Spain,19-03-2007,India,0,1,100-149
RG Sharma,114,114,135,1,0,119,6,4,95.79,1,v Zimbabwe,Bulawayo,28-05-2010,India,0,1,100-149
SR Tendulkar,114,114,205,1,0,147,12,1,77.55,1,v Bangladesh,Dhaka,16-03-2012,India,0,1,100-149
S Dhawan,114,114,159,1,0,94,12,1,121.27,1,v South Africa,Cardiff,06-06-2013,India,0,1,100-149
S Dhawan,114,114,-,1,0,100,16,2,114,2,v Pakistan,Dubai (DSC),23-09-2018,India,0,1,100-149
MS Dhoni,113*,113,177,1,1,125,7,3,90.4,1,v Pakistan,Chennai,30-12-2012,India,0,1,100-149
SR Tendulkar,113,113,141,1,0,102,12,1,110.78,1,v Sri Lanka,Bristol,11-07-2002,India,0,1,100-149
G Gambhir,113,113,177,1,0,119,9,1,94.95,2,v Australia,Sydney,24-02-2008,India,0,1,100-149
Yuvraj Singh,113,113,163,1,0,123,10,2,91.86,1,v West Indies,Chennai,20-03-2011,India,0,1,100-149
S Dhawan,113,113,159,1,0,107,14,3,105.6,1,v Sri Lanka,Cuttack,02-11-2014,India,0,1,100-149
V Kohli,113,113,166,1,0,106,9,1,106.6,1,v New Zealand,Kanpur,29-10-2017,India,0,1,100-149
SC Ganguly,112*,112,173,1,1,119,6,4,94.11,1,v Namibia,Pietermaritzburg,23-02-2003,India,0,1,100-149
V Kohli,112*,112,134,1,1,98,16,0,114.28,2,v England,Delhi,17-10-2011,India,0,1,100-149
V Sehwag,112,112,175,1,0,139,11,3,80.57,2,v New Zealand,Auckland,11-01-2003,India,0,1,100-149
V Kohli,112,112,164,1,0,119,10,0,94.11,2,v South Africa,Durban,01-02-2018,India,0,1,100-149
KL Rahul,112,112,150,1,0,113,9,2,99.11,1,v New Zealand,Mount Maunganui,11-02-2020,India,0,1,100-149
M Kaif,111*,111,135,1,1,112,8,1,99.1,1,v Zimbabwe,Colombo (RPS),14-09-2002,India,0,1,100-149
SC Ganguly,111*,111,140,1,1,114,5,5,97.36,1,v Kenya,Durban,20-03-2003,India,0,1,100-149
V Kohli,111*,111,-,1,1,115,12,2,96.52,2,v West Indies,Kingston,06-07-2017,India,0,1,100-149
RG Sharma,111*,111,-,1,1,119,7,4,93.27,2,v Pakistan,Dubai (DSC),23-09-2018,India,0,1,100-149
SC Ganguly,111,111,177,1,0,124,7,3,89.51,1,v Kenya,Paarl,24-10-2001,India,0,1,100-149
SR Tendulkar,111,111,184,1,0,101,8,3,109.9,1,v South Africa,Nagpur,12-03-2011,India,0,1,100-149
AM Rahane,111,111,170,1,0,108,13,2,102.77,1,v Sri Lanka,Cuttack,02-11-2014,India,0,1,100-149
KL Rahul,111,111,180,1,0,118,11,1,94.06,2,v Sri Lanka,Leeds,06-07-2019,India,0,1,100-149
SK Raina,110*,110,141,1,1,104,9,4,105.76,2,v Zimbabwe,Auckland,14-03-2015,India,0,1,100-149
V Kohli,110*,110,-,1,1,116,9,0,94.82,2,v Sri Lanka,Colombo (RPS),03-09-2017,India,0,1,100-149
Yuvraj Singh,110,110,149,1,0,114,11,1,96.49,1,v West Indies,Colombo (RPS),07-08-2005,India,0,1,100-149
V Sehwag,110,110,136,1,0,93,16,1,118.27,1,v New Zealand,Dambulla,25-08-2010,India,0,1,100-149
R Dravid,109*,109,201,1,1,124,8,0,87.9,2,v West Indies,Ahmedabad,15-11-2002,India,0,1,100-149
MS Dhoni,109*,109,121,1,1,96,6,6,113.54,1,v Hong Kong,Karachi,25-06-2008,India,0,1,100-149
S Dhawan,109,109,163,1,0,105,10,2,103.8,1,v South Africa,Johannesburg,10-02-2018,India,0,1,100-149
V Sehwag,108,108,160,1,0,119,9,2,90.75,2,v New Zealand,Napier,29-12-2002,India,0,1,100-149
V Sehwag,108,108,156,1,0,95,9,3,113.68,1,v Pakistan,Kochi,02-04-2005,India,0,1,100-149
V Kohli,108,108,148,1,0,120,7,0,90,1,v Sri Lanka,Dhaka,13-03-2012,India,0,1,100-149
SC Ganguly,107*,107,196,1,1,120,11,2,89.16,2,v Kenya,Cape Town,07-03-2003,India,0,1,100-149
Yuvraj Singh,107*,107,155,1,1,93,14,0,115.05,2,v Pakistan,Karachi,19-02-2006,India,0,1,100-149
G Gambhir,107*,107,144,1,1,101,13,1,105.94,2,v Bangladesh,Dhaka,12-06-2008,India,0,1,100-149
VVS Laxman,107,107,158,1,0,104,11,0,102.88,1,v Pakistan,Lahore,24-03-2004,India,0,1,100-149
MS Dhoni,107,107,135,1,0,111,8,2,96.39,1,v Sri Lanka,Nagpur,18-12-2009,India,0,1,100-149
V Kohli,107,107,-,1,0,114,11,1,93.85,2,v Sri Lanka,Kolkata,24-12-2009,India,0,1,100-149
V Kohli,107,107,102,1,0,93,9,1,115.05,1,v England,Cardiff,16-09-2011,India,0,1,100-149
V Kohli,107,107,168,1,0,126,8,0,84.92,1,v Pakistan,Adelaide,15-02-2015,India,0,1,100-149
V Kohli,107,107,-,1,0,119,10,1,89.91,2,v West Indies,Pune,27-10-2018,India,0,1,100-149
VVS Laxman,106*,106,219,1,1,130,5,0,81.53,1,v Australia,Sydney,22-01-2004,India,0,1,100-149
SK Raina,106,106,152,1,0,115,10,1,92.17,1,v Sri Lanka,Dhaka,13-01-2010,India,0,1,100-149
V Kohli,106,106,158,1,0,113,9,0,93.8,1,v Sri Lanka,Hambantota,21-07-2012,India,0,1,100-149
AM Rahane,106,106,121,1,0,100,10,4,106,2,v England,Birmingham,02-09-2014,India,0,1,100-149
V Kohli,106,106,131,1,0,92,11,1,115.21,2,v Australia,Canberra,20-01-2016,India,0,1,100-149
SR Tendulkar,105*,105,167,1,1,108,8,1,97.22,1,v England,Chester-le-Street,04-07-2002,India,0,1,100-149
KM Jadhav,105*,105,110,1,1,87,12,1,120.68,1,v Zimbabwe,Harare,14-07-2015,India,0,1,100-149
R Dravid,105,105,184,1,0,102,10,2,102.94,2,v West Indies,Kingston,18-05-2006,India,0,1,100-149
V Kohli,105,105,162,1,0,104,10,0,100.96,1,v New Zealand,Guwahati,28-11-2010,India,0,1,100-149
YK Pathan,105,105,104,1,0,70,8,8,150,2,v South Africa,Centurion,23-01-2011,India,0,1,100-149
MK Tiwary,104*,104,144,1,1,126,10,1,82.53,1,v West Indies,Chennai,11-12-2011,India,0,1,100-149
MK Pandey,104*,104,129,1,1,81,8,1,128.39,2,v Australia,Sydney,23-01-2016,India,0,1,100-149
R Dravid,104,104,120,1,0,93,8,0,111.82,1,v U.A.E.,Dambulla,16-07-2004,India,0,1,100-149
R Dravid,104,104,199,1,0,139,6,0,74.82,1,v Pakistan,Kochi,02-04-2005,India,0,1,100-149
RG Sharma,104,104,-,1,0,88,11,3,118.18,1,v Sri Lanka,Colombo (RPS),31-08-2017,India,0,1,100-149
V Kohli,104,104,150,1,0,112,5,2,92.85,2,v Australia,Adelaide,15-01-2019,India,0,1,100-149
RG Sharma,104,104,121,1,0,92,7,5,113.04,1,v Bangladesh,Birmingham,02-07-2019,India,0,1,100-149
VVS Laxman,103*,103,185,1,1,113,8,0,91.15,1,v Australia,Brisbane,18-01-2004,India,0,1,100-149
R Dravid,103*,103,157,1,1,120,8,1,85.83,1,v Sri Lanka,Ahmedabad,06-11-2005,India,0,1,100-149
G Gambhir,103,103,160,1,0,97,13,1,106.18,1,v Sri Lanka,Ahmedabad,06-11-2005,India,0,1,100-149
Yuvraj Singh,103,103,192,1,0,122,10,3,84.42,1,v South Africa,Hyderabad (Deccan),16-11-2005,India,0,1,100-149
Yuvraj Singh,103,103,114,1,0,76,10,3,135.52,1,v England,Margao,03-04-2006,India,0,1,100-149
AM Rahane,103,103,-,1,0,104,10,2,99.03,1,v West Indies,Port of Spain,25-06-2017,India,0,1,100-149
RG Sharma,103,103,133,1,0,94,14,2,109.57,2,v Sri Lanka,Leeds,06-07-2019,India,0,1,100-149
SS Iyer,103,103,161,1,0,107,11,1,96.26,1,v New Zealand,Hamilton,05-02-2020,India,0,1,100-149
Yuvraj Singh,102*,102,99,1,1,85,9,4,120,1,v Bangladesh,Dhaka,11-04-2003,India,0,1,100-149
M Kaif,102*,102,-,1,1,121,11,0,84.29,2,v New Zealand,Harare,02-09-2005,India,0,1,100-149
G Gambhir,102*,102,159,1,1,101,10,1,100.99,1,v Sri Lanka,Brisbane,05-02-2008,India,0,1,100-149
V Kohli,102*,102,128,1,1,95,11,0,107.36,2,v Bangladesh,Dhaka,11-01-2010,India,0,1,100-149
S Dhawan,102*,102,183,1,1,107,10,1,95.32,2,v West Indies,The Oval,11-06-2013,India,0,1,100-149
VVS Laxman,102,102,196,1,0,134,9,0,76.11,1,v Australia,Gwalior,26-10-2003,India,0,1,100-149
SR Tendulkar,102,102,124,1,0,91,12,1,112.08,1,v New Zealand,Hyderabad (Deccan),15-11-2003,India,0,1,100-149
G Gambhir,102,102,166,1,0,101,10,0,100.99,2,v Sri Lanka,Colombo (RPS),28-07-2012,India,0,1,100-149
V Kohli,102,102,120,1,0,83,13,2,122.89,1,v West Indies,Port of Spain,05-07-2013,India,0,1,100-149
RG Sharma,102,102,152,1,0,109,15,0,93.57,2,v England,Birmingham,30-06-2019,India,0,1,100-149
KL Rahul,102,102,-,1,0,104,8,3,98.07,1,v West Indies,Visakhapatnam,18-12-2019,India,0,1,100-149
MS Dhoni,101*,101,167,1,1,107,9,0,94.39,2,v Bangladesh,Dhaka,07-01-2010,India,0,1,100-149
RG Sharma,101*,101,126,1,1,100,6,2,101,2,v Sri Lanka,Bulawayo,30-05-2010,India,0,1,100-149
VVS Laxman,101,101,170,1,0,107,10,0,94.39,1,v Australia,Margao,06-04-2001,India,0,1,100-149
SR Tendulkar,101,101,209,1,0,129,9,0,78.29,1,v South Africa,Johannesburg,05-10-2001,India,0,1,100-149
G Gambhir,101,101,153,1,0,113,11,0,89.38,1,v Bangladesh,Dhaka,12-05-2007,India,0,1,100-149
SK Raina,101,101,80,1,0,68,7,5,148.52,1,v Hong Kong,Karachi,25-06-2008,India,0,1,100-149
SR Tendulkar,100*,100,110,1,1,76,10,1,131.57,1,v West Indies,Vadodara,31-01-2007,India,0,1,100-149
V Kohli,100*,100,113,1,1,83,8,2,120.48,1,v Bangladesh,Dhaka,19-02-2011,India,0,1,100-149
V Kohli,100*,100,82,1,1,52,8,7,192.3,2,v Australia,Jaipur,16-10-2013,India,0,1,100-149
KL Rahul,100*,100,176,1,1,115,7,1,86.95,2,v Zimbabwe,Harare,11-06-2016,India,0,1,100-149
S Dhawan,100*,100,140,1,1,85,13,2,117.64,2,v Sri Lanka,Visakhapatnam,17-12-2017,India,0,1,100-149
HK Badani,100,100,142,1,0,98,10,2,102.04,1,v Australia,Pune,28-03-2001,India,0,1,100-149
V Sehwag,100,100,97,1,0,70,19,1,142.85,2,v New Zealand,Colombo (SSC),02-08-2001,India,0,1,100-149
SR Tendulkar,100,100,158,1,0,119,9,1,84.03,1,v Australia,Gwalior,26-10-2003,India,0,1,100-149
SR Tendulkar,100,100,188,1,0,113,10,1,88.49,1,v Pakistan,Peshawar,06-02-2006,India,0,1,100-149
G Gambhir,100,100,171,1,0,118,7,0,84.74,1,v Sri Lanka,Dhaka,13-03-2012,India,0,1,100-149
S Dhawan,100,100,152,1,0,102,11,0,98.03,2,v Australia,Nagpur,30-10-2013,India,0,1,100-149
SK Raina,100,100,106,1,0,75,12,3,133.33,1,v England,Cardiff,27-08-2014,India,0,1,100-149
S Dhawan,100,100,119,1,0,85,11,5,117.64,2,v Ireland,Hamilton,10-03-2015,India,0,1,100-149
AT Rayudu,100,100,-,1,0,81,8,4,123.45,1,v West Indies,Mumbai (BS),29-10-2018,India,0,1,100-149
V Sehwag,99*,99,165,1,1,100,11,2,99,2,v Sri Lanka,Dambulla,16-08-2010,India,1,0,50-99
VVS Laxman,99,99,173,1,0,110,7,0,90,1,v West Indies,Nagpur,09-11-2002,India,1,0,50-99
R Dravid,99,99,127,1,0,104,8,0,95.19,1,v Pakistan,Karachi,13-03-2004,India,1,0,50-99
SR Tendulkar,99,99,199,1,0,143,12,0,69.23,1,v South Africa,Belfast,26-06-2007,India,1,0,50-99
SR Tendulkar,99,99,158,1,0,112,15,1,88.39,1,v England,Bristol,24-08-2007,India,1,0,50-99
SR Tendulkar,99,99,130,1,0,91,14,1,108.79,1,v Pakistan,Mohali,08-11-2007,India,1,0,50-99
V Kohli,99,99,159,1,0,100,9,0,99,1,v West Indies,Visakhapatnam,24-11-2013,India,1,0,50-99
RG Sharma,99,99,142,1,0,108,9,1,91.66,2,v Australia,Sydney,23-01-2016,India,1,0,50-99
Yuvraj Singh,98*,98,143,1,1,110,6,1,89.09,1,v Sri Lanka,Colombo (SSC),01-08-2001,India,1,0,50-99
SR Tendulkar,98,98,145,1,0,75,12,1,130.66,2,v Pakistan,Centurion,01-03-2003,India,1,0,50-99
SC Ganguly,98,98,177,1,0,110,11,3,89.09,1,v West Indies,Nagpur,21-01-2007,India,1,0,50-99
S Dhawan,97*,97,132,1,1,81,11,4,119.75,2,v England,Birmingham,02-09-2014,India,1,0,50-99
SR Tendulkar,97,97,160,1,0,120,7,1,80.83,1,v Sri Lanka,Johannesburg,10-03-2003,India,1,0,50-99
V Sehwag,97,97,-,1,0,83,9,3,116.86,1,v West Indies,Basseterre,23-05-2006,India,1,0,50-99
SR Tendulkar,97,97,149,1,0,102,16,0,95.09,2,v Pakistan,Gwalior,15-11-2007,India,1,0,50-99
G Gambhir,97,97,187,1,0,122,9,0,79.5,2,v Sri Lanka,Mumbai,02-04-2011,India,1,0,50-99
SR Tendulkar,96*,96,187,1,1,104,13,0,92.3,2,v Sri Lanka,Cuttack,21-12-2009,India,1,0,50-99
V Kohli,96*,96,96,1,1,78,13,0,123.07,2,v Bangladesh,Birmingham,15-06-2017,India,1,0,50-99
MS Dhoni,96,96,174,1,0,106,10,3,90.56,1,v England,Jamshedpur,12-04-2006,India,1,0,50-99
V Sehwag,96,96,132,1,0,97,10,0,98.96,1,v Sri Lanka,Hambantota,21-07-2012,India,1,0,50-99
S Dhawan,96,96,-,1,0,90,13,1,106.66,1,v Australia,Rajkot,17-01-2020,India,1,0,50-99
M Kaif,95*,95,143,1,1,103,7,3,92.23,1,v South Africa,Dhaka,13-04-2003,India,1,0,50-99
Yuvraj Singh,95*,95,91,1,1,83,11,3,114.45,2,v Sri Lanka,Visakhapatnam,17-02-2007,India,1,0,50-99
AB Agarkar,95,95,135,1,0,102,11,2,93.13,1,v West Indies,Jamshedpur,06-11-2002,India,1,0,50-99
SR Tendulkar,95,95,157,1,0,104,16,1,91.34,2,v Pakistan,Lahore,13-02-2006,India,1,0,50-99
V Sehwag,95,95,-,1,0,103,10,1,92.23,2,v West Indies,Port of Spain,28-05-2006,India,1,0,50-99
MS Dhoni,95,95,201,1,0,130,6,2,73.07,1,v West Indies,Kingston,28-06-2009,India,1,0,50-99
PA Patel,95,95,154,1,0,107,12,0,88.78,1,v England,Chester-le-Street,03-09-2011,India,1,0,50-99
RG Sharma,95,95,151,1,0,100,10,1,95,2,v West Indies,Ahmedabad,05-12-2011,India,1,0,50-99
